date,division,pdsi
1981-09-01,7,-4.63
1981-10-01,7,-3.99
1981-11-01,7,-3.86
1981-12-01,7,-3.5
1982-01-01,7,-2.86
1982-02-01,7,-2.96
1982-03-01,7,-2.88
1982-04-01,7,-3.08
1982-05-01,7,1.03
1982-06-01,7,0.45
1982-07-01,7,1.41
1982-08-01,7,1.42
1982-09-01,7,1.73
1982-10-01,7,3.34
1982-11-01,7,3.54
1982-12-01,7,3.43
1983-01-01,7,3.27
1983-02-01,7,2.88
1983-03-01,7,4.17
1983-04-01,7,3.79
1983-05-01,7,3.22
1983-06-01,7,3.32
1983-07-01,7,3.19
1983-08-01,7,2.5
1983-09-01,7,2.49
1983-10-01,7,2.11
1983-11-01,7,3.27
1983-12-01,7,2.98
1984-01-01,7,2.72
1984-02-01,7,2.71
1984-03-01,7,2.86
1984-04-01,7,3.42
1984-05-01,7,3.19
1984-06-01,7,5.12
1984-07-01,7,4.65
1984-08-01,7,4.54
1984-09-01,7,4.05
1984-10-01,7,5.35
1984-11-01,7,4.61
1984-12-01,7,4.48
1985-01-01,7,4.16
1985-02-01,7,3.63
1985-03-01,7,4.1
1985-04-01,7,3.59
1985-05-01,7,3.12
1985-06-01,7,2.52
1985-07-01,7,2.67
1985-08-01,7,3.42
1985-09-01,7,4.9
1985-10-01,7,4.66
1985-11-01,7,5.17
1985-12-01,7,5.04
1986-01-01,7,4.76
1986-02-01,7,4.66
1986-03-01,7,4.65
1986-04-01,7,6.62
1986-05-01,7,6.37
1986-06-01,7,5.92
1986-07-01,7,6.32
1986-08-01,7,6.42
1986-09-01,7,7.85
1986-10-01,7,6.93
1986-11-01,7,6.39
1986-12-01,7,5.58
1987-01-01,7,4.99
1987-02-01,7,4.96
1987-03-01,7,6.15
1987-04-01,7,-0.86
1987-05-01,7,-1.57
1987-06-01,7,-2.69
1987-07-01,7,-2.26
1987-08-01,7,-2.12
1987-09-01,7,-2.03
1987-10-01,7,-2.2
1987-11-01,7,-2.13
1987-12-01,7,-1.82
1988-01-01,7,-1.57
1988-02-01,7,-1.68
1988-03-01,7,-2.02
1988-04-01,7,-2.35
1988-05-01,7,-2.28
1988-06-01,7,-3.84
1988-07-01,7,-4.7
1988-08-01,7,-4.33
1988-09-01,7,-3.28
1988-10-01,7,-3.58
1988-11-01,7,-3.25
1988-12-01,7,-3.13
1989-01-01,7,-3.19
1989-02-01,7,-2.95
1989-03-01,7,-2.58
1989-04-01,7,-2.6
1989-05-01,7,-3.07
1989-06-01,7,-3.26
1989-07-01,7,-3.27
1989-08-01,7,-3.29
1989-09-01,7,-2.83
1989-10-01,7,-3.05
1989-11-01,7,-2.75
1989-12-01,7,-2.88
1990-01-01,7,-3.09
1990-02-01,7,-3.11
1990-03-01,7,-3.3
1990-04-01,7,-3.55
1990-05-01,7,0.53
1990-06-01,7,1.8
1990-07-01,7,2.38
1990-08-01,7,2.33
1990-09-01,7,-0.74
1990-10-01,7,-0.61
1990-11-01,7,-1.11
1990-12-01,7,-1.15
1991-01-01,7,-1.43
1991-02-01,7,-1.2
1991-03-01,7,-1.69
1991-04-01,7,0.82
1991-05-01,7,2.09
1991-06-01,7,2.75
1991-07-01,7,2.59
1991-08-01,7,2.57
1991-09-01,7,2.65
1991-10-01,7,2.34
1991-11-01,7,2.27
1991-12-01,7,1.73
1992-01-01,7,1.78
1992-02-01,7,1.95
1992-03-01,7,-0.15
1992-04-01,7,-0.22
1992-05-01,7,-1.15
1992-06-01,7,1.07
1992-07-01,7,2.48
1992-08-01,7,3.29
1992-09-01,7,3.5
1992-10-01,7,2.91
1992-11-01,7,3.32
1992-12-01,7,3.19
1993-01-01,7,3.1
1993-02-01,7,3.1
1993-03-01,7,3.3
1993-04-01,7,3.61
1993-05-01,7,3.83
1993-06-01,7,5.63
1993-07-01,7,7.22
1993-08-01,7,7.01
1993-09-01,7,6.86
1993-10-01,7,5.94
1993-11-01,7,6.32
1993-12-01,7,6.02
1994-01-01,7,6.05
1994-02-01,7,5.83
1994-03-01,7,5.13
1994-04-01,7,5.18
1994-05-01,7,4.03
1994-06-01,7,4.11
1994-07-01,7,4.61
1994-08-01,7,4.89
1994-09-01,7,4.62
1994-10-01,7,4.59
1994-11-01,7,4.21
1994-12-01,7,3.79
1995-01-01,7,3.55
1995-02-01,7,3.11
1995-03-01,7,4.17
1995-04-01,7,5.48
1995-05-01,7,6.26
1995-06-01,7,5.24
1995-07-01,7,5.72
1995-08-01,7,5.47
1995-09-01,7,5.71
1995-10-01,7,6.36
1995-11-01,7,5.78
1995-12-01,7,5.18
1996-01-01,7,5.31
1996-02-01,7,4.99
1996-03-01,7,4.6
1996-04-01,7,3.72
1996-05-01,7,4.75
1996-06-01,7,3.7
1996-07-01,7,3.13
1996-08-01,7,2.45
1996-09-01,7,3.59
1996-10-01,7,4.48
1996-11-01,7,4.86
1996-12-01,7,5.21
1997-01-01,7,5.85
1997-02-01,7,5.9
1997-03-01,7,5.48
1997-04-01,7,5.61
1997-05-01,7,5.06
1997-06-01,7,4.02
1997-07-01,7,5.02
1997-08-01,7,4.6
1997-09-01,7,4.6
1997-10-01,7,4.63
1997-11-01,7,3.95
1997-12-01,7,3.33
1998-01-01,7,3.13
1998-02-01,7,2.89
1998-03-01,7,2.94
1998-04-01,7,2.77
1998-05-01,7,2.61
1998-06-01,7,2.51
1998-07-01,7,2.62
1998-08-01,7,3.08
1998-09-01,7,1.74
1998-10-01,7,4.14
1998-11-01,7,4.4
1998-12-01,7,4.03
1999-01-01,7,3.98
1999-02-01,7,3.66
1999-03-01,7,3.42
1999-04-01,7,3.79
1999-05-01,7,3.87
1999-06-01,7,4.16
1999-07-01,7,4.24
1999-08-01,7,4.24
1999-09-01,7,4.65
1999-10-01,7,-0.31
1999-11-01,7,-1.08
1999-12-01,7,-1.27
2000-01-01,7,-1.33
2000-02-01,7,-1.24
2000-03-01,7,-1.96
2000-04-01,7,-2.01
2000-05-01,7,-1.33
2000-06-01,7,-1.45
2000-07-01,7,-1.11
2000-08-01,7,-1.31
2000-09-01,7,-1.94
2000-10-01,7,-2.05
2000-11-01,7,1.3
2000-12-01,7,1.31
2001-01-01,7,2.01
2001-02-01,7,2.55
2001-03-01,7,2.35
2001-04-01,7,4.47
2001-05-01,7,4.06
2001-06-01,7,4.04
2001-07-01,7,4.04
2001-08-01,7,-0.92
2001-09-01,7,-0.68
2001-10-01,7,-0.93
2001-11-01,7,-0.58
2001-12-01,7,-0.92
2002-01-01,7,-0.91
2002-02-01,7,-1.21
2002-03-01,7,-1.18
2002-04-01,7,-1.46
2002-05-01,7,-1.5
2002-06-01,7,-2.39
2002-07-01,7,-3.06
2002-08-01,7,-1.7
2002-09-01,7,-2.23
2002-10-01,7,-1.31
2002-11-01,7,-1.69
2002-12-01,7,-1.73
2003-01-01,7,-1.78
2003-02-01,7,-1.43
2003-03-01,7,-1.89
2003-04-01,7,-2.01
2003-05-01,7,-1.87
2003-06-01,7,-1.46
2003-07-01,7,-1.64
2003-08-01,7,-2.18
2003-09-01,7,-2.11
2003-10-01,7,-2.31
2003-11-01,7,-2.11
2003-12-01,7,-2.16
2004-01-01,7,-2.14
2004-02-01,7,-2.21
2004-03-01,7,-2.16
2004-04-01,7,-2.58
2004-05-01,7,1.02
2004-06-01,7,1.09
2004-07-01,7,1.76
2004-08-01,7,1.83
2004-09-01,7,3.65
2004-10-01,7,4.53
2004-11-01,7,4.08
2004-12-01,7,3.68
2005-01-01,7,3.49
2005-02-01,7,3.47
2005-03-01,7,3.16
2005-04-01,7,2.55
2005-05-01,7,2.7
2005-06-01,7,3.46
2005-07-01,7,3.24
2005-08-01,7,3.06
2005-09-01,7,4.7
2005-10-01,7,4.27
2005-11-01,7,4.7
2005-12-01,7,4.92
2006-01-01,7,4.46
2006-02-01,7,4.07
2006-03-01,7,4.2
2006-04-01,7,3.83
2006-05-01,7,-0.52
2006-06-01,7,-1.29
2006-07-01,7,-2.45
2006-08-01,7,0.85
2006-09-01,7,2.3
2006-10-01,7,1.67
2006-11-01,7,1.16
2006-12-01,7,1.45
2007-01-01,7,1.09
2007-02-01,7,1.47
2007-03-01,7,1.97
2007-04-01,7,2.82
2007-05-01,7,3.97
2007-06-01,7,3.61
2007-07-01,7,2.45
2007-08-01,7,3.66
2007-09-01,7,3.42
2007-10-01,7,4.16
2007-11-01,7,3.3
2007-12-01,7,3.19
2008-01-01,7,2.66
2008-02-01,7,2.12
2008-03-01,7,2.03
2008-04-01,7,2.16
2008-05-01,7,2.14
2008-06-01,7,2.67
2008-07-01,7,3.14
2008-08-01,7,2.62
2008-09-01,7,2.84
2008-10-01,7,4.17
2008-11-01,7,4.12
2008-12-01,7,4.42
2009-01-01,7,4.38
2009-02-01,7,4.39
2009-03-01,7,4.99
2009-04-01,7,4.54
2009-05-01,7,3.78
2009-06-01,7,3.65
2009-07-01,7,4.58
2009-08-01,7,4.66
2009-09-01,7,4.41
2009-10-01,7,6.71
2009-11-01,7,5.79
2009-12-01,7,6.26
2010-01-01,7,6.28
2010-02-01,7,6.25
2010-03-01,7,6.18
2010-04-01,7,5.42
2010-05-01,7,5.31
2010-06-01,7,6.77
2010-07-01,7,8.14
2010-08-01,7,8.08
2010-09-01,7,9.63
2010-10-01,7,8.78
2010-11-01,7,7.89
2010-12-01,7,8.27
2011-01-01,7,8.45
2011-02-01,7,8.57
2011-03-01,7,8.39
2011-04-01,7,8.11
2011-05-01,7,8.37
2011-06-01,7,8.06
2011-07-01,7,8.14
2011-08-01,7,0.0
2011-09-01,7,-0.66
2011-10-01,7,-1.0
2011-11-01,7,-1.4
2011-12-01,7,-1.56
2012-01-01,7,-1.49
2012-02-01,7,-0.64
2012-03-01,7,-1.75
2012-04-01,7,-1.13
2012-05-01,7,-0.56
2012-06-01,7,-1.2
2012-07-01,7,-2.29
2012-08-01,7,-2.66
2012-09-01,7,-3.43
2012-10-01,7,-3.06
2012-11-01,7,-3.24
2012-12-01,7,0.38
2013-01-01,7,0.12
2013-02-01,7,0.37
2013-03-01,7,-0.34
2013-04-01,7,0.55
2013-05-01,7,1.49
2013-06-01,7,2.24
2013-07-01,7,2.46
2013-08-01,7,1.92
2013-09-01,7,1.65
2013-10-01,7,3.34
2013-11-01,7,2.89
2013-12-01,7,3.04
2014-01-01,7,2.83
2014-02-01,7,2.58
2014-03-01,7,2.52
2014-04-01,7,2.37
2014-05-01,7,2.14
2014-06-01,7,3.08
2014-07-01,7,2.77
2014-08-01,7,3.31
2014-09-01,7,-0.33
2014-10-01,7,-0.77
2014-11-01,7,-0.68
2014-12-01,7,-0.38
2015-01-01,7,-0.39
2015-02-01,7,-0.49
2015-03-01,7,-1.2
2015-04-01,7,-2.19
2015-05-01,7,0.66
2015-06-01,7,0.52
2015-07-01,7,1.13
2015-08-01,7,2.77
2015-09-01,7,2.3
2015-10-01,7,2.05
2015-11-01,7,2.08
2015-12-01,7,2.61
2016-01-01,7,2.38
2016-02-01,7,2.29
2016-03-01,7,1.8
2016-04-01,7,2.24
2016-05-01,7,2.28
2016-06-01,7,1.36
2016-07-01,7,1.33
2016-08-01,7,2.32
2016-09-01,7,2.41
2016-10-01,7,2.29
2016-11-01,7,2.15
2016-12-01,7,2.7
2017-01-01,7,2.59
2017-02-01,7,2.14
2017-03-01,7,1.83
2017-04-01,7,1.41
2017-05-01,7,1.3
2017-06-01,7,0.73
2017-07-01,7,1.29
2017-08-01,7,2.22
2017-09-01,7,3.42
2017-10-01,7,3.73
2017-11-01,7,3.15
2017-12-01,7,2.88
2018-01-01,7,2.55
2018-02-01,7,2.68
2018-03-01,7,3.19
2018-04-01,7,3.5
2018-05-01,7,2.4
2018-06-01,7,2.21
2018-07-01,7,2.81
2018-08-01,7,2.85
2018-09-01,7,3.41
2018-10-01,7,3.7
2018-11-01,7,3.6
2018-12-01,7,3.73
2019-01-01,7,3.75
2019-02-01,7,4.12
2019-03-01,7,5.11
2019-04-01,7,5.77
2019-05-01,7,6.86
2019-06-01,7,5.85
2019-07-01,7,7.55
2019-08-01,7,8.82
2019-09-01,7,10.27
2019-10-01,7,10.41
2019-11-01,7,9.97
2019-12-01,7,9.99
2020-01-01,7,9.41
2020-02-01,7,8.78
2020-03-01,7,8.02
2020-04-01,7,6.96
2020-05-01,7,6.42
2020-06-01,7,6.33
2020-07-01,7,6.49
2020-08-01,7,6.31
2020-09-01,7,-0.45
2020-10-01,7,-0.33
2020-11-01,7,-0.43
2020-12-01,7,-0.41
2021-01-01,7,-0.29
2021-02-01,7,-0.43
2021-03-01,7,-0.34
2021-04-01,7,-0.28
2021-05-01,7,-0.66
2021-06-01,7,-2.19
2021-07-01,7,-2.27
2021-08-01,7,-2.27
2021-09-01,7,0.47
2021-10-01,7,2.24
2021-11-01,7,1.84
2021-12-01,7,1.91
2022-01-01,7,1.8
2022-02-01,7,1.52
2022-03-01,7,1.08
2022-04-01,7,1.76
2022-05-01,7,2.86
2022-06-01,7,-0.85
2022-07-01,7,-0.11
2022-08-01,7,-0.36
2022-09-01,7,-1.25
2022-10-01,7,-1.67
